Species,corMxPA,AUC,TSS,beta,AUC.CV,TSS.CV
can11,0.9612136,0.6191918,0.1670885,0.912901,0.7692284,0.07417161
can08,0.8640768,0.5881427,0.0634078,0.7654563,0.7623729,0.0474329
can02,0.9865711,0.7361866,0.217491,1.163082,0.9555076,0.1574615
can15,0.9875001,0.7182516,0.2198595,1.160899,0.9076589,0.1342667
can05,0.9469319,0.6612226,0.05225965,1.055032,0.9031453,0.02808601
can18,0.9924624,0.8293173,0.1375171,1.306918,0.9821648,0.1646515
can11,0.942151,0.6205126,0.1696997,1.045533,0.7623906,0.06501704
can08,0.9494997,0.6152751,0.0966944,1.007492,0.7639541,0.04570523
can02,0.9945957,0.7291262,0.2140873,1.101304,0.9622245,0.1654694
can15,0.9931248,0.7130716,0.2141103,1.152638,0.9141177,0.133952
can05,0.9589086,0.6661374,0.05029741,1.025961,0.9149491,0.03314096
can18,0.9916853,0.8188038,0.135576,1.396134,0.9805126,0.1715512
can11,0.9381202,0.6131176,0.1685929,0.9721473,0.7673859,0.06568842
can08,0.9646974,0.6045892,0.08113415,0.8036145,0.766183,0.0464241
can02,0.9909167,0.739233,0.214978,1.178835,0.9585505,0.1685932
can15,0.990755,0.7195879,0.2219233,1.144528,0.9143602,0.1206748
can05,0.942673,0.6691818,0.05157454,1.097322,0.9121769,0.03276301
can18,0.987112,0.8303975,0.1366852,1.392218,0.9805304,0.160254
can11,0.904882,0.6170833,0.1731798,0.9038079,0.7427262,0.06338758
can08,0.8742235,0.6026725,0.07174729,0.9514745,0.7738341,0.04812921
can15,0.9822666,0.7195767,0.2202765,1.168409,0.9135113,0.133283
can02,0.9844231,0.73131,0.2183784,1.255777,0.9523295,0.1687408
can05,0.9501336,0.6720283,0.05419746,0.931753,0.9259261,0.02595826
can11,0.957272,0.6156653,0.1562669,0.8717588,0.7632576,0.06451861
can08,0.9194241,0.600553,0.08476361,0.8293843,0.7713528,0.04570137
can18,0.9914502,0.8323776,0.1371463,1.360816,0.9812549,0.1703594
can15,0.9912319,0.720788,0.2265617,1.098457,0.9152502,0.1396197
can02,0.9729824,0.7300934,0.2066987,1.129131,0.9576739,0.1506133
can05,0.9621517,0.6399039,0.04339189,0.7891624,0.9072551,0.0297529
can11,0.9300707,0.6206262,0.1794798,1.049354,0.765684,0.06671915
can08,0.9437239,0.6069128,0.08179312,0.8112002,0.7690977,0.04364359
can18,0.9874846,0.8325942,0.1352409,1.398832,0.9807312,0.1758865
can15,0.9939961,0.7102356,0.2070956,1.0483,0.910646,0.1431925
can05,0.9084717,0.6557219,0.04703879,0.7065336,0.9141566,0.02800694
can02,0.9895818,0.7386572,0.2159932,1.19218,0.9567147,0.1562338
can08,0.8845731,0.5941678,0.07677522,0.9236491,0.7733298,0.04309217
can11,0.9558008,0.6252124,0.1687124,0.8720208,0.7695423,0.06726566
can18,0.991723,0.8322479,0.1436075,1.358155,0.9811257,0.159248
can15,0.9863112,0.7195454,0.2252121,1.116129,0.9090831,0.1326445
can05,0.9717336,0.6618512,0.04754589,0.8597577,0.920093,0.03037232
can02,0.9930263,0.7316865,0.2093042,1.18787,0.9578467,0.1608917
can08,0.9233455,0.6082433,0.08002297,1.047559,0.7660725,0.04480801
can11,0.8882081,0.6065495,0.1745834,1.115095,0.7707903,0.06633217
can15,0.9855982,0.7225915,0.2222142,1.187271,0.9072768,0.1295758
can18,0.9885013,0.828915,0.1309082,1.397817,0.9809445,0.1604071
can05,0.9366028,0.6606745,0.04977294,0.9930135,0.9112943,0.03367998
can02,0.9939085,0.7269471,0.2053303,1.119502,0.9602929,0.1532209
can08,0.9449686,0.6163077,0.0852232,0.8847139,0.7943964,0.04898536
can11,0.9353856,0.61461,0.1633271,1.026786,0.7733897,0.06440588
can15,0.987673,0.7259265,0.2300256,1.124327,0.9162991,0.1328095
can05,0.9742492,0.6683127,0.04744392,0.8597965,0.9162654,0.03081549
can18,0.9888109,0.8294679,0.1471221,1.347651,0.9791091,0.1664735
can08,0.9214016,0.6082512,0.08996378,0.6492494,0.7673648,0.04421855
can02,0.9944837,0.7388573,0.2195227,1.165687,0.960306,0.1631042
can11,0.9362507,0.600562,0.1422117,0.9472072,0.7555783,0.06359529
can15,0.993766,0.7248905,0.2211894,1.07525,0.915339,0.1293613
can05,0.9441839,0.6571041,0.0437184,0.8164381,0.9217565,0.03120304
can18,0.9893803,0.8273048,0.1312318,1.327222,0.981445,0.1785104
can08,0.9445875,0.6004415,0.07281796,0.9887056,0.7713145,0.0441005
can11,0.9587705,0.6134413,0.1662317,0.8806862,0.786851,0.07344778
can02,0.9908936,0.7360517,0.2220968,1.181162,0.9570971,0.1559444
can15,0.9841807,0.7199368,0.2171846,1.163774,0.9152739,0.1305758
can05,0.9112088,0.667429,0.04804336,0.6205732,0.9358625,0.03616303
can08,0.9653439,0.6072734,0.08528419,0.8855841,0.7815428,0.04579371
can11,0.9529628,0.6151206,0.1627799,0.8362115,0.762313,0.07058234
can18,0.9850652,0.8310162,0.1387671,1.223037,0.982868,0.1874832
can02,0.9893519,0.7276215,0.2185547,1.219919,0.9567992,0.1546951
can15,0.9907548,0.7192871,0.2221921,1.183656,0.9112488,0.1184267
can08,0.9579555,0.6093524,0.08591208,0.8717787,0.7539958,0.03993716
can05,0.9573161,0.6454124,0.04635468,0.9440261,0.9138186,0.02933906
can11,0.9244615,0.6112646,0.1677349,1.064165,0.7618275,0.0684166
can18,0.9885251,0.8337758,0.1290229,1.280878,0.981826,0.1772326
can02,0.9926997,0.7324959,0.2148449,1.16009,0.9586251,0.155972
can08,0.8932984,0.6013932,0.07298513,1.037828,0.7699996,0.04813682
can15,0.9900444,0.7215451,0.2228358,1.052162,0.9159429,0.132462
can05,0.9038438,0.6563506,0.04738034,0.9055394,0.9151189,0.03113891
can11,0.9480498,0.6169851,0.1561366,1.114525,0.7563364,0.06577906
can18,0.97913,0.8285419,0.1436973,1.255835,0.9802785,0.1583928
can02,0.9921434,0.7355384,0.2233892,1.125336,0.9594188,0.1539362
can08,0.9056702,0.6024527,0.07978924,1.148551,0.756941,0.04511597
can15,0.9945366,0.7237469,0.2268296,1.158067,0.9084328,0.1355679
can05,0.9600317,0.6795372,0.04851662,0.8068164,0.9246778,0.03288865
can11,0.9419024,0.6155491,0.1554678,0.9277729,0.776347,0.06774286
can18,0.9869209,0.8278236,0.1362994,1.45436,0.9783062,0.1671452
can08,0.8937946,0.5975224,0.07740511,1.050512,0.7807844,0.04478855
can02,0.9889648,0.7307714,0.2107853,1.10782,0.9586032,0.1534594
can15,0.9948348,0.7194034,0.2122283,1.105697,0.9115757,0.1243435
can05,0.9440049,0.6439553,0.04092393,0.8069405,0.9034749,0.02588363
can11,0.9486354,0.6196689,0.1652632,1.155883,0.7595119,0.06215663
can18,0.9916728,0.8215538,0.1331652,1.274993,0.9823711,0.1515722
can08,0.9506345,0.6118962,0.08479787,1.010335,0.7639675,0.04412237
can15,0.9928934,0.7155369,0.2179534,1.238296,0.9049358,0.1210424
can02,0.9891461,0.7392721,0.2215127,1.1834,0.9587704,0.1628763
can05,0.9710583,0.6680034,0.0461265,0.7722093,0.9195243,0.03193415
can11,0.9396441,0.6108124,0.1537584,0.8901279,0.7547693,0.06185294
can08,0.9666557,0.6150537,0.08850225,0.8893562,0.7812443,0.04911444
can18,0.9889558,0.8330087,0.139127,1.292119,0.9819669,0.1583586
can11,0.8680233,0.6072744,0.1613157,1.230158,0.7497302,0.06621957
can15,0.984995,0.7222161,0.2239527,1.0787,0.919723,0.1271458
can02,0.985648,0.7370345,0.2154223,1.188276,0.9545688,0.1480975
can05,0.9707574,0.6788345,0.05644255,1.003807,0.9120679,0.03246345
can08,0.9331114,0.611394,0.09341651,0.8579722,0.7409425,0.04076462
can18,0.9918866,0.8296465,0.1378027,1.320727,0.9815464,0.1787924
can11,0.9279279,0.6100498,0.1646121,1.036377,0.7677226,0.0707235
can15,0.9879954,0.7198137,0.2119663,1.127351,0.9165396,0.1300476
can05,0.9441047,0.6495786,0.04812444,0.8683378,0.909393,0.02697669
can02,0.9930181,0.7310371,0.2150769,1.12715,0.9558939,0.1497593
can08,0.9506461,0.6046861,0.07622835,0.8429401,0.7838505,0.04896907
can18,0.993087,0.8267407,0.13878,1.220632,0.9834123,0.1533366
can11,0.9043752,0.612142,0.1624336,1.042233,0.7539246,0.06487451
can15,0.9886546,0.7211177,0.2264409,1.216834,0.9036916,0.1195774
can05,0.9778348,0.6791098,0.05347871,0.8781854,0.9222151,0.03298751
can02,0.99261,0.7346531,0.2146906,1.069757,0.9580668,0.1666056
can08,0.9543827,0.6099523,0.08716003,0.9836217,0.771281,0.04507546
can11,0.9440779,0.6218651,0.1607152,1.124606,0.7773579,0.0672985
can18,0.9768085,0.8222407,0.1454823,1.210817,0.9809937,0.1555848
can15,0.983777,0.7221623,0.2247134,1.184045,0.914128,0.1373159
can05,0.9503316,0.6532384,0.04931527,0.8554996,0.9254374,0.0284389
can02,0.9876177,0.7394215,0.2165366,1.118864,0.957523,0.1772035
can08,0.9395236,0.6033994,0.07742859,0.9137205,0.7860831,0.04760083
can11,0.951903,0.6248955,0.1739299,0.8416647,0.7753507,0.06416976
can15,0.9921513,0.7193604,0.2226994,1.143125,0.9147808,0.1201714
can18,0.9812786,0.8315487,0.1374586,1.239755,0.9812993,0.1664853
can05,0.9587337,0.6574385,0.04880547,0.8553546,0.9190182,0.03898537
can02,0.9948654,0.7338388,0.2139529,1.155586,0.9590176,0.1566638
can09,0.8925237,0.7870519,0.01896693,0.9259865,0.9258273,0.024284
can11,0.9439588,0.6154718,0.1617057,1.002933,0.7719478,0.07012666
can15,0.9947941,0.7266414,0.2299744,1.063175,0.9118215,0.1288672
can18,0.9909598,0.8276568,0.1308812,1.423628,0.9809214,0.1606127
can05,0.9398664,0.6655351,0.05052422,0.9421045,0.930837,0.0389485
can02,0.985328,0.7366137,0.2217976,1.178316,0.9582971,0.1634717
can09,0.9541477,0.7999209,0.01608696,1.010948,0.9343852,0.02546132
can12,0.9243461,0.8341544,0.2127108,1.253824,0.7371426,0.0345265
can15,0.9962855,0.7302673,0.2346675,1.104878,0.91333,0.1226522
can05,0.9719157,0.6713187,0.04901087,0.8543214,0.9028281,0.03159038
can18,0.9873399,0.82485,0.1368016,1.303892,0.9812475,0.1590897
can02,0.9886715,0.7368795,0.2171794,1.19133,0.954368,0.1438954
can12,0.8461608,0.8188887,0.208899,1.286432,0.7229327,0.03433702
can15,0.9923618,0.718551,0.2225758,1.087214,0.9193745,0.1310242
can09,0.9638412,0.7882737,0.01622177,1.0625,0.939834,0.02604124
can05,0.9638693,0.6610871,0.04709829,0.8654709,0.9262109,0.03319438
can18,0.9862648,0.8265834,0.1350985,1.333803,0.981461,0.1527028
can02,0.9888783,0.7370521,0.2123744,1.204634,0.9559456,0.1724094
can16,0.9834319,0.8626022,0.04409156,1.102825,0.6689993,0.005499513
can12,0.9838516,0.8449897,0.2477446,0.9184944,0.7266578,0.03462844
can06,0.9100175,0.86828,0.006564475,1.133376,0.9244356,0.005416489
can09,0.8583676,0.7871332,0.01619299,1.11006,0.948026,0.02604877
can18,0.9887627,0.8247634,0.1324413,1.230537,0.9823237,0.1878646
can16,0.9780605,0.852947,0.03987921,0.9672232,0.6913356,0.006046011
can02,0.9944131,0.7293448,0.2115828,1.167457,0.9575189,0.1723781
can12,0.9746346,0.85446,0.2450614,0.9660904,0.7232265,0.02977015
can06,0.901951,0.8568924,0.006739727,1.114131,0.9581299,0.005769142
can18,0.9892028,0.8325666,0.133437,1.387317,0.9799984,0.1620339
can09,0.9016501,0.7923346,0.01567133,1.093915,0.9264967,0.02622999
can16,0.9172258,0.8323972,0.04390196,0.9894551,0.6678776,0.005256743
can12,0.97875,0.8422989,0.2419597,0.9514362,0.6956628,0.026718
can02,0.9893235,0.7338632,0.2136419,1.122281,0.9610808,0.1790343
can06,0.9122014,0.893284,0.006427805,1.941491,0.9290022,0.005274394
can16,0.7735133,0.8408597,0.03553028,1.84057,0.6676883,0.004952531
can18,0.9923836,0.8228475,0.1336409,1.381493,0.9808157,0.1879885
can09,0.9448256,0.8174619,0.01552638,0.9686765,0.9464843,0.02542944
can12,0.9800283,0.8569229,0.2499922,0.8388735,0.734312,0.03114697
can02,0.9937315,0.7364177,0.2302115,1.178086,0.9570004,0.161151
can06,0.9582588,0.8995695,0.007581989,1.356043,0.9798944,0.006515012
can16,0.9341347,0.8466904,0.04067075,1.052509,0.710192,0.007023314
can18,0.9912364,0.8290728,0.142206,1.219716,0.983311,0.1565569
can12,0.9803531,0.8506974,0.2575448,0.9361681,0.7445076,0.03415683
can03,0.9185256,0.6707984,0.05400998,0.698242,0.5916919,0.009073905
can16,0.9117742,0.8305737,0.04267535,0.8180843,0.7150669,0.005762684
can09,0.8728649,0.8232377,0.01479455,1.000198,0.9488997,0.02701827
can06,0.9141053,0.8885821,0.006490237,1.232572,0.9560027,0.00603518
can19,0.8984366,0.7837245,0.001817979,0.8962999,0.9030177,0.02096996
can16,0.9861533,0.8538338,0.04580827,1.134757,0.638848,0.004038294
can03,0.9228121,0.6676216,0.04505445,1.192672,0.5521573,0.004867363
can12,0.977267,0.8378102,0.2437225,0.9204954,0.7288973,0.03470432
can06,0.9028421,0.8980356,0.0051458,1.311492,0.9759933,0.005477148
can09,0.9307782,0.8036055,0.01725676,1.014067,0.9259135,0.0285034
can19,0.7922088,0.8196437,0.003374373,0.9831594,0.8974167,0.02206523
can16,0.9622225,0.8626973,0.04183623,1.256392,0.682212,0.004812598
can03,0.9083782,0.6676527,0.04662627,0.5616359,0.5743804,0.003383832
can12,0.8938543,0.8377762,0.2208214,1.105436,0.7348795,0.03333653
can06,0.8415662,0.8757216,0.006050577,1.103879,0.9714152,0.006437514
can09,0.9526966,0.8198692,0.0181068,1.065211,0.9561528,0.02343789
can16,0.9216557,0.8287762,0.0414224,0.8314079,0.6755076,0.005002139
can19,0.7401471,0.8263217,0.003131909,1.013688,0.9124968,0.02063126
can03,0.9461725,0.6651591,0.04792319,0.564287,0.5989993,0.007914829
can12,0.9061866,0.8376989,0.2223214,1.176486,0.7246437,0.03199219
can06,0.9357326,0.8915876,0.004317258,1.261422,0.9681729,0.005984904
can16,0.969186,0.8522396,0.04255773,0.9926914,0.5869902,0.005889246
can19,0.6908582,0.7421967,0.00138304,1.183474,0.8689828,0.0222255
can09,0.944642,0.8190081,0.01887,1.079125,0.9153609,0.02346649
can03,0.8962424,0.6632067,0.05260017,0.7480861,0.5787096,0.005617042
can12,0.941092,0.848654,0.2249077,1.324242,0.7527484,0.03421795
can16,0.9555103,0.8402848,0.04647615,0.9892856,0.6850343,0.005298327
can06,0.9377031,0.8963438,0.005758564,1.415173,0.9589686,0.006796497
can19,0.819005,0.7741702,0.001949323,1.039659,0.9088576,0.02325765
can03,0.9607568,0.6734393,0.05214054,0.7558239,0.5696211,0.006010202
can09,0.9654793,0.8107088,0.01861845,0.9528477,0.9190271,0.02506142
can16,0.9684295,0.865741,0.04793219,1.001009,0.689965,0.00568409
can12,0.9784632,0.8477732,0.2439633,0.9397581,0.7418421,0.03324378
can06,0.8895455,0.8953989,0.005226195,1.465092,0.8960062,0.004447038
can03,0.789511,0.6514722,0.04257348,1.449374,0.5523451,0.004699869
can19,0.7360566,0.7217881,0.002024951,0.9476299,0.8940005,0.02230291
can09,0.8625884,0.7915611,0.01475648,1.136558,0.9329687,0.02429853
can16,0.9752592,0.858773,0.04323551,0.9135248,0.756585,0.008043316
can12,0.9837227,0.8460475,0.238162,0.9377743,0.7213149,0.02621049
can06,0.7363655,0.8691132,0.005288713,1.248376,0.9422614,0.005179992
can03,0.8005421,0.6249834,0.04260649,0.6440304,0.519402,0.001687319
can19,0.810894,0.8622491,0.002808874,0.8888188,0.8993238,0.0209225
can16,0.8982013,0.8151961,0.04439976,1.000144,0.6680119,0.004269767
can09,0.8995658,0.8155549,0.01665236,0.9918116,0.9352093,0.02238324
can12,0.976302,0.8470339,0.2388969,0.9516915,0.7242699,0.0308368
can06,0.9461513,0.8809826,0.007092674,1.70195,0.9584979,0.006215239
can03,0.8917638,0.6622085,0.04982583,0.8988067,0.6146334,0.01096577
can19,0.5866322,0.733464,0.001789721,1.104702,0.8815889,0.02156151
can16,0.7306381,0.811873,0.03771166,1.889684,0.5757516,0.002997162
can12,0.9601282,0.8574463,0.2433227,1.316426,0.7085901,0.03249549
can06,0.9096732,0.8747798,0.005031771,1.376529,0.8944562,0.005185081
can09,0.9099597,0.8111338,0.01731078,1.00148,0.9232494,0.02573782
can03,0.9073156,0.677098,0.05354974,0.5285576,0.5767379,0.00490319
can16,0.9368242,0.8492414,0.04214868,0.809719,0.7470741,0.00864783
can19,0.7004172,0.7732205,0.002400033,0.9940467,0.8768998,0.02089048
can12,0.9858371,0.8490552,0.2464912,0.9277242,0.7389215,0.03445166
can03,0.9308517,0.6760854,0.0510741,0.7549243,0.5649714,0.006084432
can16,0.9438556,0.8549855,0.04229155,0.8593305,0.711738,0.007105685
can06,0.9049478,0.9179787,0.006591917,1.513453,0.9543494,0.00462483
can19,0.7253924,0.7672039,0.002428548,0.8986642,0.8887425,0.02186903
can09,0.9411853,0.8013636,0.01550581,1.028739,0.9366177,0.02813953
can16,0.8588592,0.7682937,0.04347333,0.8021298,0.6637087,0.006049656
can03,0.9386235,0.6720599,0.04789364,0.7736747,0.5528843,0.006721277
can12,0.969699,0.836584,0.2442917,0.9234189,0.7169504,0.02932085
can06,0.8826789,0.870389,0.006673212,1.010543,0.93963,0.004502749
can19,0.8551586,0.8381548,0.003012888,1.104331,0.8874176,0.02178811
can09,0.9236391,0.8284138,0.01751883,1.153463,0.9144634,0.02786874
can16,0.9777429,0.8689788,0.04513237,1.142646,0.65861,0.003787641
can03,0.775522,0.6486124,0.04004054,0.8793643,0.5630895,0.007191731
can12,0.9865674,0.8541102,0.2437368,0.9641772,0.7394618,0.03379406
can06,0.9058896,0.8698118,0.004600457,1.263416,0.9705488,0.006409581
can19,0.8806739,0.8150325,0.004019754,1.084388,0.8936338,0.02378962
can16,0.9636515,0.8620704,0.04555712,0.9219791,0.7348227,0.005057569
can03,0.9279013,0.658317,0.04752389,0.3115006,0.6137446,0.008725796
can09,0.834103,0.8009323,0.01633415,1.095888,0.9274514,0.02458144
can12,0.9712544,0.8407192,0.2323424,0.8975953,0.7374852,0.03247036
can06,0.9309255,0.9160185,0.006216488,1.688831,0.9672094,0.006328388
can19,0.4889981,0.6799788,0.0009249204,1.131874,0.9078396,0.02232905
can16,0.8820862,0.848104,0.04621948,0.6627687,0.7717869,0.008225145
can03,0.5903726,0.6336573,0.03196808,0.8491807,0.5927657,0.008956438
can09,0.9168057,0.8181728,0.0164533,1.073853,0.9490336,0.02529422
can06,0.8947011,0.8445734,0.006608681,1.409844,0.8689858,0.004394312
can12,0.9711312,0.8372907,0.2338801,0.9584224,0.7152799,0.03337079
can16,0.9510863,0.8573772,0.04372279,0.807856,0.7670414,0.007300881
can19,0.7156315,0.7829378,0.002009323,1.201867,0.888802,0.02054956
can03,0.8942272,0.6627936,0.045116,1.859199,0.5002353,-0.001535795
can16,0.9803004,0.8600552,0.04241904,1.056472,0.6397091,0.004274541
can06,0.9379719,0.8952556,0.006659874,1.277987,NaN,0.005752171
can12,0.9067689,0.8459625,0.2291819,1.154319,0.730083,0.03140728
can09,0.9259778,0.8039254,0.01628591,1.029965,0.9390859,0.02754559
can19,0.7385959,0.7765459,0.001747341,1.099706,0.9113665,0.02269845
can03,0.7360427,0.6518993,0.04144538,0.796757,0.5538718,0.007042442
can16,0.9361858,0.8367862,0.04058756,0.9951916,0.6501191,0.00448416
can12,0.9796106,0.8509718,0.2435087,0.8765694,0.709942,0.03016961
can06,0.9108123,0.9015885,0.009717918,1.427631,0.9442718,0.005680659
can19,0.8454198,0.8068532,0.003293415,1.355464,0.8907285,0.02307376
can09,0.9463276,0.8178163,0.02001228,1.074414,0.9248492,0.02545097
can03,0.8522745,0.6606732,0.04058881,0.8184385,0.6330396,0.01157264
can16,0.971867,0.8540285,0.04506045,0.9677611,0.6467381,0.00556658
can12,0.9704042,0.8416086,0.2380456,0.8335887,0.7327784,0.03136928
can06,0.8528868,0.877569,0.006015234,1.310666,0.9570747,0.006261861
can19,0.6854575,0.8209218,0.002281652,1.125531,0.8865958,0.02226143
can03,0.5527277,0.6101067,0.0339489,1.04631,0.5349746,0.001803892
can16,0.96349,0.8544309,0.04066337,1.151345,0.6951685,0.007267349
can09,0.8560255,0.7853342,0.01360133,1.08745,0.9396428,0.02636162
can06,0.848751,0.8582191,0.005396368,1.641118,0.8747302,0.004671158
can12,0.9898902,0.8578168,0.2529725,0.9340619,0.7307419,0.03449391
can19,0.474591,0.7585281,0.00116393,1.075332,0.8908225,0.02270666
can16,0.9736217,0.8622859,0.04151833,1.191373,0.6588437,0.005995809
can03,0.8893881,0.6514047,0.04435879,0.5452032,0.5642106,0.006378964
can09,0.9394392,0.7860069,0.01587716,1.041622,0.9260629,0.02779019
can06,0.8107923,0.8470197,0.005598378,1.049538,0.9740129,0.00475953
can19,0.683888,0.8724305,0.002020721,1.402331,0.875746,0.02344018
can16,0.9635584,0.8443384,0.03985023,0.7628468,0.6828927,0.007795018
can12,0.8643429,0.8373424,0.2095515,1.370827,0.7385261,0.03598797
can03,0.732083,0.6492005,0.04230444,0.7316688,0.6080007,0.01067289
can09,0.9620461,0.805942,0.01879756,1.002892,0.9090608,0.02516002
can16,0.9732357,0.8692619,0.05357367,0.9701718,0.7437608,0.006059223
can06,0.9097179,0.8790932,0.006384432,1.462785,0.9664275,0.006145533
can19,0.8205315,0.818481,0.002555666,1.023811,0.9127722,0.02283116
can12,0.9129835,0.8403143,0.2300934,1.141154,0.7402715,0.03370003
can03,0.741071,0.6457235,0.04310024,0.9116773,0.5507212,0.003213495
can16,0.7196421,0.8099087,0.0347392,1.248866,0.7035667,0.005707901
can06,0.9395084,0.8999411,0.007231487,1.253116,0.9472412,0.005474872
can19,0.7309528,0.7982835,0.002920854,1.022173,0.8905841,0.02127093
can03,0.5423275,0.6326888,0.03945724,0.6708596,0.5497701,0.006593601
can09,0.8634794,0.8176167,0.01648255,1.001171,0.9222179,0.0238274
can12,0.9351408,0.8513077,0.2215775,1.225454,0.7040562,0.02965672
can16,0.965915,0.858099,0.04696136,0.9850266,0.6891235,0.005055753
can19,0.6238725,0.8063673,0.00189836,1.066689,0.8862368,0.01872792
can06,0.8981046,0.8616878,0.00674408,1.232679,0.9776906,0.006770217
can03,0.8979989,0.6704916,0.05040477,0.2893295,0.5316804,0.01025382
can12,0.9834616,0.8463292,0.245922,0.8499329,0.7289251,0.03389745
can09,0.9415388,0.7900897,0.0163943,1.060801,0.9416103,0.02714934
can16,0.962822,0.8443957,0.04221065,0.9780705,0.6806828,0.005639233
can03,0.945564,0.6690166,0.04809243,0.8483931,0.5293824,0.002961601
can19,0.7926569,0.7885424,0.001729622,1.124218,0.9037469,0.02223537
can06,0.9123075,0.86717,0.006536174,1.528298,0.9293521,0.005654896
can16,0.9574355,0.8538574,0.04632348,0.9086212,0.7281334,0.006383746
can12,0.9724451,0.8400009,0.2419286,0.9332827,0.7101732,0.02875275
can09,0.9278458,0.8103154,0.01682951,1.047407,0.9386302,0.02576144
can03,0.8689596,0.6737541,0.04859399,1.00287,0.563261,0.00637984
can19,0.7135361,0.771684,0.001956202,1.135707,0.9203383,0.02330981
can06,0.9140489,0.8953881,0.006103682,1.074006,0.9725313,0.00543576
can16,0.941858,0.8446716,0.04758617,0.979558,0.6378509,0.004480151
can12,0.9769918,0.8422682,0.2503428,0.8428345,0.7564516,0.035472
can09,0.9518164,0.805168,0.0148867,1.176703,0.8981939,0.0197109
can03,0.8687801,0.6436642,0.04495192,0.5199191,0.5562971,0.005444812
can16,0.9713385,0.8752319,0.04638041,0.9038793,0.6975237,0.004767068
can19,0.8182992,0.8123116,0.00264444,1.24987,0.8743202,0.02062815
