Species,corMxPA,AUC,TSS,beta,AUC.CV,TSS.CV
nsw15,0.9283838,0.868469,0.2678794,1.335059,0.9267039,0.04483171
nsw09,0.8650536,0.6917796,0.1084707,1.14881,0.7117233,0.04194503
nsw01,0.6983149,0.824322,0.2828727,0.6265351,0.8758373,0.004408321
nsw31,0.7756852,0.6403229,0.2231267,0.4773473,0.4415733,-0.00179659
nsw21,0.8860748,0.9265339,0.05753762,0.9807612,0.9757054,0.007264778
nsw49,0.8753241,0.7361084,0.1898134,0.7847453,0.7950301,0.01697453
nsw01,0.9057985,0.9038654,0.4132182,1.011886,0.8779377,0.005330472
nsw31,0.6830364,0.5702246,0.07630048,0.3136763,0.4561436,-0.001439122
nsw09,0.7010788,0.6992208,0.09440921,0.9930416,0.7088167,0.0467209
nsw15,0.9177369,0.8699468,0.2826524,1.209542,0.9216031,0.04308546
nsw21,0.8582213,0.9283017,0.05275696,0.8435068,0.9697782,0.006820002
nsw49,0.9536932,0.7714539,0.2453672,0.971092,0.7557479,0.01563805
nsw31,0.1761689,0.5483537,0.052684,0.08944466,0.6627013,0.001927866
nsw01,0.8587329,0.8745609,0.3278758,1.010219,0.8982523,0.004886962
nsw09,0.7214451,0.7270646,0.08964103,1.164979,0.6967501,0.0436754
nsw15,0.9209778,0.8643543,0.3006382,1.182311,0.9412876,0.04631514
nsw49,0.9401686,0.7449415,0.2059719,1.094727,0.7743839,0.0163464
nsw21,0.7077499,0.9086364,0.06666454,0.5854725,0.979036,0.006374093
nsw31,0.6178629,0.5927901,0.1399284,0.3019005,0.4593581,-0.0003919855
nsw01,0.6844629,0.8307057,0.2559598,0.5850364,0.9007106,0.005246215
nsw09,0.7099487,0.68724,0.1096183,1.167393,0.7169276,0.0430063
nsw15,0.9441976,0.8818865,0.30931,1.334227,0.9284891,0.04329587
nsw49,0.7818496,0.6809375,0.1214091,0.676697,0.7838729,0.01649506
nsw21,0.8878281,0.9306266,0.06241549,0.9156409,0.9554092,0.007003066
nsw31,0.7501071,0.6106619,0.1480032,0.3434761,0.6685468,0.001649359
nsw01,0.9432908,0.9125822,0.4024056,1.341702,0.8243125,0.004999624
nsw09,0.8636442,0.6879357,0.1430046,0.9929984,0.7335577,0.04498828
nsw15,0.9462516,0.8826556,0.290458,1.423444,0.9252427,0.04485958
nsw49,0.8707107,0.7455936,0.2095323,0.7311436,0.8170639,0.01789489
nsw31,0.3845202,0.5889194,0.1523106,0.1017591,0.6554565,0.00286855
nsw21,0.7387513,0.8655217,0.05079241,0.5497074,0.9878222,0.006682633
nsw01,0.8760909,0.8477985,0.3137916,1.429672,0.8393948,0.004082774
nsw09,0.7311975,0.7086449,0.07999681,0.7402805,0.728775,0.04474214
nsw15,0.9375235,0.8749116,0.2556085,1.530489,0.9181862,0.04318797
nsw31,0.7077831,0.6090202,0.1760782,0.3927317,0.6185966,0.002325055
nsw49,0.9300959,0.7452903,0.1817871,0.9080732,0.7833922,0.01595519
nsw23,0.9622557,0.849619,0.3695793,0.9950742,0.8396031,0.009885948
nsw01,0.8676995,0.8910605,0.4154079,0.9828849,0.8847709,0.004448022
nsw09,0.8510949,0.7303107,0.1169942,1.043499,0.6909485,0.03903132
nsw31,0.6702087,0.5914078,0.1146486,0.3206252,0.5546803,0.0006478183
nsw49,0.8893057,0.709398,0.1809377,0.9410114,0.7747371,0.01696789
nsw23,0.96738,0.8538541,0.3674462,0.9928997,0.8413728,0.009742841
nsw15,0.9538617,0.8778889,0.3150847,1.417616,0.9280385,0.04518019
nsw01,0.9083609,0.8970929,0.3772427,1.069914,0.8517921,0.005000822
nsw31,0.5645602,0.5853444,0.1161069,0.3144961,0.5587801,0.002061867
nsw09,0.841108,0.7202401,0.11202,1.162992,0.6881926,0.03673651
nsw49,0.9267195,0.7231209,0.2030775,1.036137,0.7417187,0.01533668
nsw23,0.9252027,0.8121499,0.31464,0.7490733,0.8842641,0.01116904
nsw01,0.9333989,0.8998238,0.38618,1.097055,NaN,0.005074113
nsw15,0.9350501,0.8562281,0.2850415,1.376464,0.9172033,0.04271021
nsw31,0.7454026,0.5824709,0.09358138,0.3815627,0.4513711,-0.0001805043
nsw23,0.949146,0.8263881,0.3601973,0.7713048,0.8770832,0.009840365
nsw49,0.8209251,0.7215036,0.2068097,0.700003,0.8314043,0.01919755
nsw09,0.7629207,0.7033686,0.1230461,0.9815982,0.7184864,0.04591784
nsw01,0.8235357,0.8579345,0.3949423,0.814076,0.897202,0.00469242
nsw15,0.9029176,0.8506817,0.2768629,1.370835,0.9286552,0.04394957
nsw31,0.6951043,0.5868599,0.1363342,0.3319457,0.440865,0.0003001048
nsw23,0.9523399,0.8348697,0.3470562,0.8804922,0.8364793,0.0101739
nsw01,0.9175112,0.8994171,0.3714195,1.307292,0.8557384,0.004503196
nsw49,0.9411703,0.7477785,0.1909774,0.8617028,0.7793003,0.01702227
nsw09,0.6816173,0.6563916,0.08555694,1.054329,0.6956868,0.04336765
nsw15,0.95754,0.8796695,0.242899,1.490017,0.9220988,0.0441676
nsw32,0.8350452,0.7391091,0.008092167,0.8598509,0.9132029,0.005433902
nsw23,0.9719023,0.8411994,0.3684261,0.8036392,0.8680771,0.0100074
nsw01,0.8589376,0.8576325,0.3426347,0.893219,0.9242059,0.005228343
nsw49,0.9430247,0.7651427,0.2074555,0.8687619,0.7833994,0.01793476
nsw09,0.8853329,0.7090094,0.1223318,1.046452,0.730373,0.0483492
nsw15,0.951866,0.8877259,0.3106767,1.351437,0.9261664,0.0440288
nsw32,0.8276312,0.7142756,0.00738942,0.8421173,0.9016726,0.005466361
nsw23,0.9722351,0.8477805,0.3727909,0.8266187,0.8872222,0.01057448
nsw01,0.8813973,0.9078548,0.4195283,1.054139,0.8904677,0.004881578
nsw49,0.8551292,0.7154529,0.1815974,0.7928742,0.7790371,0.0166452
nsw09,0.9016175,0.7558749,0.1093876,0.9985935,0.7175573,0.04277251
nsw15,0.9488183,0.8895634,0.3273629,1.271421,0.9325182,0.0450776
nsw32,0.8349202,0.8629456,0.02335644,0.9483438,0.8751257,0.005751578
nsw23,0.9608368,0.8469669,0.349267,0.7641831,0.8461136,0.01012621
nsw01,0.9118603,0.8902162,0.3429643,1.298801,0.8555236,0.004978546
nsw49,0.9305663,0.7576021,0.1814721,0.9421731,0.7741054,0.01765909
nsw09,0.8420844,0.718213,0.09936019,1.118451,0.7034892,0.04273406
nsw32,0.8714592,0.8676719,0.02418138,1.632421,0.8232032,0.005503037
nsw23,0.972383,0.8416625,0.3485916,0.8286188,0.8382455,0.009610354
nsw15,0.9306073,0.8523891,0.2528832,1.25138,0.9325885,0.04429185
nsw01,0.924245,0.8879614,0.3851184,1.153159,0.8381904,0.004347217
nsw49,0.9017824,0.752199,0.2285096,0.8531322,0.7870646,0.01557408
nsw09,0.8765894,0.7158846,0.1305091,0.9957387,0.7124899,0.04223528
nsw32,0.6628322,0.8790695,0.02783373,1.088383,0.9046875,0.005286375
nsw23,0.9106629,0.8072845,0.3421011,0.6994584,0.8615051,0.01010585
nsw01,0.8807766,0.8870088,0.3782714,1.194597,0.8582968,0.004592911
nsw15,0.9406349,0.8824101,0.3041492,1.419612,0.9234217,0.04349598
nsw49,0.9531272,0.7662772,0.2124456,0.8033848,0.7861123,0.01622582
nsw09,0.7337388,0.6743598,0.08144505,1.032565,0.7332588,0.04889931
nsw23,0.9716925,0.8417035,0.3692092,0.7855638,0.8610241,0.01032516
nsw32,0.836837,0.8401883,0.02825746,1.719485,0.8361861,0.005626342
nsw01,0.8825505,0.8606085,0.3695499,1.041433,0.910729,0.004731453
nsw49,0.9231342,0.7325871,0.2129778,0.9795691,0.7596865,0.01581281
nsw15,0.9537913,0.8850484,0.2734912,1.380244,0.9176379,0.04295299
nsw23,0.9431466,0.8474843,0.3408843,0.7029156,0.8406949,0.01068081
nsw32,0.8929541,0.8860722,0.03081468,1.617453,0.856452,0.005583097
nsw09,0.8516659,0.7573666,0.1291095,0.7440625,0.7349994,0.04819338
nsw01,0.8672687,0.8758025,0.3438986,1.188901,0.890674,0.004875292
nsw49,0.8638711,0.7328823,0.1922873,0.7214165,0.8138225,0.01995893
nsw15,0.9379876,0.8780175,0.3115357,1.277344,0.9277346,0.04390541
nsw23,0.9179901,0.8264467,0.3605756,0.7976007,0.8732868,0.01080231
nsw32,0.8708029,0.8418154,0.01807809,0.9214317,0.8925759,0.005506586
nsw01,0.8930784,0.865193,0.3622754,1.222424,0.8389329,0.004905381
nsw09,0.7679517,0.7316245,0.1123268,1.062191,0.7105993,0.04163902
nsw49,0.8416855,0.7323641,0.1912527,0.7326236,0.8260461,0.01815252
nsw15,0.9335911,0.879352,0.3194975,1.380752,0.9334744,0.04549194
nsw23,0.9581509,0.8303435,0.3597217,0.8571955,0.8642676,0.01034968
nsw32,0.90623,0.8323276,0.03007915,0.9972893,0.8553742,0.00544865
nsw01,0.6320803,0.815828,0.2263859,0.5901008,0.8675096,0.005041822
nsw09,0.8541318,0.776933,0.1207424,1.151482,0.7103412,0.0434881
nsw49,0.9091081,0.7351057,0.1994475,0.914208,0.8129306,0.01892212
nsw15,0.9252458,0.8488001,0.2848886,1.329974,0.924572,0.04290885
nsw23,0.9693084,0.8486329,0.3617009,0.8576518,0.8557234,0.01105383
nsw01,0.8992519,0.8898165,0.3324252,1.31799,0.8066744,0.004838926
nsw32,0.775643,0.8205499,0.01462341,0.9223462,0.9133647,0.005464449
nsw49,0.9141546,0.7492036,0.2373828,0.8357637,0.7859537,0.01782276
nsw09,0.7114989,0.7233722,0.1204233,0.8469849,0.7092012,0.0412057
nsw23,0.9614615,0.8320295,0.3703767,0.7394572,0.8556002,0.0109641
nsw15,0.9329406,0.8923338,0.2697306,1.317456,0.9325477,0.0446109
nsw01,0.9061119,0.8899084,0.4115752,0.9006436,0.8984381,0.004798793
nsw32,0.8460703,0.9266441,0.02581869,1.290811,0.86935,0.005556011
nsw49,0.9104429,0.7456089,0.1922803,0.9610397,0.7952682,0.01921901
nsw09,0.8913813,0.7507928,0.166221,0.9714738,0.7034716,0.03985542
nsw23,0.9615355,0.8411525,0.399104,0.9475792,0.8235918,0.01074239
nsw01,0.9284191,0.9095866,0.3768827,1.256391,0.92057,0.005274433
nsw15,0.9333736,0.8658466,0.2897698,1.45748,0.9259264,0.04400147
nsw32,0.8184904,0.7538556,0.0201877,1.143581,0.9046693,0.005396894
nsw50,0.5460522,0.8540719,0.04560132,0.4685117,0.8681226,0.008818493
nsw09,0.827705,0.7744623,0.158418,1.106279,0.7190435,0.04499559
nsw23,0.9714909,0.847857,0.3509715,0.8915623,0.8541552,0.01011829
nsw01,0.7974038,0.8057522,0.2972108,0.8908547,0.8871841,0.005083134
nsw32,0.9343313,0.8477752,0.03152838,1.601627,0.8568796,0.005548902
nsw15,0.9472852,0.8797036,0.307173,1.347172,0.9310853,0.04460961
nsw50,0.6322197,0.8901322,0.04496172,0.5263678,0.9566617,0.009739887
nsw23,0.9461034,0.8333006,0.3698455,0.9999286,0.8190574,0.009512056
nsw09,0.7974888,0.6885748,0.1044433,1.173476,0.7041204,0.04326753
nsw01,0.8261018,0.838339,0.343347,0.9141987,0.8534571,0.004468981
nsw32,0.8820865,0.8305298,0.01627267,1.20702,0.8483324,0.005536108
nsw15,0.9517086,0.8733671,0.2703608,1.445124,0.919779,0.04354463
nsw50,0.6503064,0.8423843,0.03667345,0.6219473,0.8976699,0.007302795
nsw23,0.9757102,0.8412296,0.3632439,0.8196163,0.8655378,0.01048495
nsw09,0.8810349,0.7250537,0.1448252,1.100833,0.7073528,0.0419584
nsw32,0.8250789,0.7633082,0.01178138,1.103892,0.8832435,0.005638234
nsw01,0.927706,0.9005848,0.4139211,0.9841125,0.9042111,0.005221414
nsw15,0.9421833,0.877273,0.3027998,1.4477,0.9267063,0.04385798
nsw50,0.1585049,0.7099918,0.0213522,0.5978976,0.9193976,0.008012318
nsw23,0.9369679,0.844962,0.3612896,0.7070472,0.8640559,0.01017272
nsw32,0.8371395,0.8162393,0.01003143,1.246221,0.8527713,0.005511032
nsw09,0.8566344,0.7338513,0.1314413,1.027437,0.7325621,0.04935559
nsw01,0.9144921,0.8958704,0.4179349,0.9967045,0.9094848,0.004928877
nsw15,0.9473787,0.8776879,0.2593054,1.335802,0.9293634,0.04354146
nsw23,0.9636025,0.8343771,0.3529622,0.690413,0.8960581,0.01031938
nsw50,0.2238605,0.8096203,0.02339422,0.5545293,0.9210785,0.009989946
nsw32,0.885722,0.7414114,0.0198147,0.9235796,0.8756309,0.005571282
nsw01,0.8395573,0.8694269,0.3296772,0.9996879,0.9010817,0.004788352
nsw09,0.8404034,0.7220777,0.1520601,0.7545243,0.7185991,0.04268217
nsw23,0.9324854,0.8200777,0.3293939,0.7791841,0.8674719,0.01063868
nsw50,0.7263279,0.900957,0.0430879,0.8869124,0.894153,0.006888375
nsw15,0.9635875,0.8797613,0.2623611,1.277839,0.9216193,0.04445624
nsw32,0.7822576,0.8698444,0.02235838,1.319081,0.8230894,0.005618171
nsw01,0.6787758,0.7836515,0.2218993,0.6076477,0.9008067,0.005042473
nsw09,0.7978648,0.7519518,0.1100961,1.149526,0.6924907,0.04225039
nsw23,0.9333463,0.8246066,0.3315262,0.7483775,0.887133,0.01084644
nsw50,0.3286222,0.7145974,0.0256424,0.4286432,0.9133951,0.007980354
nsw32,0.9168259,0.8998368,0.01878886,1.272346,0.8851369,0.005538756
nsw15,0.919904,0.8452798,0.2822109,1.391964,0.9303524,0.044013
nsw04,0.532723,0.9343323,0.03571146,3.74052,0.8840669,0.01023153
nsw09,0.8220436,0.7389522,0.09788126,1.040753,0.7195759,0.04438313
nsw23,0.9564496,0.835242,0.369814,0.7712575,0.8641009,0.01015543
nsw50,0.3125765,0.7763664,0.02669398,0.6736306,0.9290507,0.008275994
nsw32,0.8780938,0.8763009,0.01681298,1.624316,0.889064,0.005560109
nsw04,0.4935874,0.8549134,0.03550044,2.137339,0.8052517,0.008160147
nsw15,0.9397717,0.8782198,0.2843967,1.489041,0.9227426,0.04225346
nsw09,0.8571521,0.7150794,0.1027955,0.9307136,0.7218994,0.04416029
nsw23,0.9559271,0.8391598,0.3343212,0.7513592,0.8659589,0.01131686
nsw32,0.9274879,0.8908201,0.02025231,1.411204,NaN,0.005462936
nsw50,0.8462384,0.9198092,0.034349,0.9316989,0.9001848,0.007427223
nsw04,0.6903708,0.7403446,0.02534942,1.078192,0.8204761,0.01070407
nsw15,0.9251454,0.881613,0.2838653,1.440872,0.9279022,0.04441761
nsw23,0.9755144,0.8395175,0.3507134,1.125669,0.7927121,0.009937045
nsw09,0.7794649,0.7074365,0.1124024,0.9697684,0.7144681,0.04239028
nsw32,0.8739976,0.8785407,0.02612542,1.292181,0.8656545,0.005238901
nsw50,0.6592514,0.852656,0.03672505,0.7746847,0.8931267,0.007390979
nsw04,0.7896925,0.8664286,0.02270637,1.594074,0.8861746,0.01033936
nsw15,0.9479416,0.8834442,0.3299634,1.414611,0.919127,0.04392002
nsw23,0.9034569,0.8415372,0.3677915,1.074793,0.8197705,0.009834009
nsw09,0.8092275,0.7211654,0.09471575,0.911051,0.7433012,0.0485759
nsw32,0.8923554,0.8210708,0.01666892,1.392374,0.8801385,0.005534366
nsw04,0.7598383,0.8897947,0.05607238,1.746776,0.8365913,0.007987288
nsw50,0.6932713,0.8872838,0.04681426,0.6485863,0.8790573,0.007631752
nsw15,0.8900657,0.850315,0.2491729,1.166365,0.9288299,0.04506256
nsw23,0.9235265,0.8233658,0.3373971,1.015798,0.8358243,0.01074124
nsw32,0.9265188,0.8615759,0.02536634,0.966405,0.8997249,0.005516788
nsw09,0.8831037,0.7304523,0.1244985,1.170214,0.6863058,0.03813385
nsw50,0.5567805,0.9104358,0.02923296,0.5197676,0.9064052,0.00981801
nsw04,0.5405352,0.8877866,0.02988844,2.036249,0.8994475,0.009293465
nsw23,0.9870152,0.848386,0.3745402,0.8837637,0.8327811,0.009656797
nsw15,0.9389772,0.8479316,0.2632243,1.36826,0.9251958,0.04316138
nsw32,0.692252,0.8195838,0.01432472,1.066441,0.8754354,0.00567366
nsw50,0.5365196,0.8215193,0.03363955,0.7028848,0.8847134,0.007203927
nsw09,0.7599538,0.6721666,0.1044696,1.178247,0.6835222,0.03919797
nsw04,0.6911182,0.8260155,0.02811686,1.033175,0.8579753,0.009008223
nsw23,0.8861367,0.8083501,0.3105365,0.7444315,0.8677087,0.01107944
nsw15,0.9382735,0.881166,0.2742302,1.373075,0.926575,0.04360376
nsw32,0.8731247,0.7507806,0.02931563,1.471177,0.8473714,0.005625976
nsw50,0.360542,0.7787737,0.02519728,0.6728406,0.8763488,0.007990907
nsw09,0.7965069,0.7179674,0.1064829,0.9364689,0.7275862,0.04546505
nsw04,0.5952532,0.7752382,0.01959646,0.7687783,0.8698778,0.009286657
nsw23,0.9587274,0.8375847,0.3510931,1.144599,0.8169226,0.009421538
nsw32,0.8862273,0.8170393,0.02887346,1.75359,0.8451195,0.005565142
nsw50,0.3616308,0.8120766,0.04070518,0.5431246,0.9047732,0.01024675
nsw15,0.9442008,0.8754988,0.2590607,1.316278,0.9234599,0.04228373
nsw09,0.8487968,0.7368044,0.1205255,0.9156271,0.7353606,0.04927333
nsw04,0.8846074,0.9273581,0.03903657,3.192454,0.8399816,0.009280319
nsw23,0.9241426,0.8282725,0.3537657,1.026238,0.8258066,0.01062118
nsw32,0.862641,0.8135047,0.01455463,1.385575,0.9036742,0.005533782
nsw50,0.7435638,0.9003778,0.03249342,0.8097172,0.8758667,0.007174013
nsw15,0.94249,0.8839846,0.2947484,1.308149,0.9264509,0.04399933
nsw04,0.7702525,0.9611319,0.03293166,3.78525,0.8410716,0.009695647
nsw09,0.6994769,0.6764132,0.07749118,1.111301,0.7110978,0.04597902
nsw23,0.9635304,0.8277547,0.3242718,0.8478189,0.886186,0.009867764
nsw32,0.8931978,0.8574961,0.01646211,0.9348357,0.8480696,0.0055941
nsw50,0.4826875,0.8548583,0.03798849,0.4596748,0.8808873,0.00902896
nsw15,0.921984,0.8687194,0.2466186,1.297244,0.9193447,0.04412444
nsw23,0.9559371,0.8284501,0.3301728,0.9153927,0.8480549,0.01051414
nsw09,0.9155547,0.7606379,0.1298774,1.015336,0.7086608,0.04080158
nsw04,0.3989173,0.7174432,0.02493796,0.70169,0.8584233,0.008984721
nsw32,0.9244445,0.8661543,0.01853701,1.321297,0.8934134,0.005457542
nsw50,-0.008625952,0.7730776,0.02981152,0.5894982,0.8662211,0.007731067
nsw15,0.9581633,0.8942039,0.3093125,1.511784,0.9175257,0.0426413
nsw23,0.9543738,0.8387488,0.3629638,0.7632921,0.8876959,0.01065046
nsw04,0.498318,0.6999406,0.01317391,1.032813,0.8809983,0.009723514
nsw09,0.7892745,0.7095412,0.1256759,1.09125,0.7156497,0.04143311
nsw32,0.756524,0.8917143,0.02587946,1.339688,0.8604415,0.005580619
nsw50,0.6281007,0.8283389,0.03599794,0.5928732,0.8758351,0.007563509
nsw23,0.9537781,0.8366673,0.3440959,0.7867982,0.8632536,0.01050429
nsw15,0.9333976,0.8792169,0.2765609,1.352941,0.9298138,0.04511824
nsw04,0.7801391,0.9389457,0.02461301,2.74173,0.8368832,0.009628039
nsw09,0.8756378,0.6937143,0.107966,1.202463,0.712257,0.04113658
nsw32,0.8097657,0.8737192,0.02642842,1.586265,0.8575741,0.005181391
nsw50,0.5012844,0.7985719,0.03736799,0.4359032,0.9188499,0.007589394
nsw23,0.9112707,0.8369257,0.3549485,1.020945,0.8457719,0.01016726
nsw04,0.7266167,0.7847098,0.01962282,1.494233,0.8426472,0.009072406
nsw15,0.9435268,0.863621,0.251372,1.48343,0.9124448,0.04229023
nsw32,0.8375037,0.8964117,0.02162774,1.634603,0.8622681,0.005591513
nsw09,0.9267653,0.7953354,0.1225471,0.9654898,0.7149618,0.04532181
nsw50,0.7742738,0.9196308,0.04659981,0.8396887,0.8700301,0.00802385
nsw23,0.9487467,0.8407487,0.3617264,0.7088563,0.8736038,0.01086834
nsw04,0.5086223,0.8003597,0.03856468,1.381653,0.8439161,0.009384897
nsw15,0.944885,0.8881031,0.2976662,1.457407,0.9257863,0.04332957
nsw32,0.8325124,0.8832561,0.01617778,1.335785,0.8894512,0.005511965
nsw09,0.8400973,0.7076002,0.1118834,1.178091,0.7011954,0.04237503
nsw50,0.1902766,0.7452959,0.0210207,0.4469213,0.9071803,0.00992261
nsw23,0.9717868,0.8341524,0.3640627,0.8662446,0.8560271,0.01164469
nsw32,0.7660284,0.7827101,0.01363034,1.012391,0.8919362,0.005414053
nsw15,0.9240342,0.8732006,0.2723433,1.452708,0.9115184,0.04291909
nsw04,0.448324,0.8764934,0.02493796,1.513354,0.8725178,0.0089452
nsw09,0.8549224,0.7311031,0.1125466,0.9818026,0.7111172,0.0398441
nsw50,0.2059552,0.8138177,0.02730018,0.2661778,0.9048437,0.009785922
nsw23,0.973687,0.8354165,0.3635315,0.8413436,0.8659312,0.01062865
nsw32,0.880871,0.8288832,0.02232228,1.043829,0.8846371,0.005571381
nsw10,0.6352309,0.9146968,0.01917596,2.356525,0.8376795,0.01154823
nsw15,0.9418292,0.864511,0.2726062,1.495016,0.9255931,0.04328197
nsw04,0.3642829,0.7091892,0.04098075,1.026687,0.8635857,0.009461377
nsw50,0.3926393,0.8038955,0.02852066,0.78309,0.8973557,0.007749672
nsw23,0.9421857,0.8389158,0.3492311,0.6877984,0.8963514,0.01056987
nsw32,0.8888617,0.8799181,0.02274692,1.523114,0.8370225,0.005566104
nsw10,0.676786,0.965368,0.02556613,2.512827,0.8196907,0.01296194
nsw04,0.7865957,0.8476786,0.02856879,1.585173,0.8303355,0.007985994
nsw15,0.9574412,0.8811492,0.2791108,1.479591,0.9195616,0.04275749
nsw50,0.6049386,0.823064,0.03328994,0.3632059,0.9058032,0.00779337
nsw23,0.9542405,0.8264013,0.350915,0.6627672,0.8865893,0.01088742
nsw32,0.9103916,0.8687742,0.02070009,1.28318,0.9011229,0.005525853
nsw10,0.1672944,0.9344556,0.01261645,1.576946,0.8267667,0.01266866
nsw04,0.8780126,0.8513393,0.02731957,1.16339,0.8576505,0.01028662
nsw15,0.954534,0.8859757,0.296196,1.46806,0.9173927,0.04266258
nsw50,0.5914571,0.8087839,0.04572356,0.6709876,0.9029299,0.007911231
nsw23,0.962267,0.8301253,0.3453873,0.7242981,0.8541074,0.01026951
nsw32,0.887492,0.8311245,0.02038428,1.082653,0.8761532,0.005632143
nsw10,0.2847157,0.9259684,0.0160238,1.073237,0.8182748,0.01174199
nsw04,0.5432596,0.8828891,0.03590881,2.677401,0.8527301,0.009167493
nsw50,0.4190268,0.7319404,0.02338123,0.5679497,0.9001163,0.007289136
nsw23,0.9468758,0.8389225,0.3471438,0.8646323,0.8738713,0.01031385
nsw15,0.9234381,0.8888304,0.2965642,1.300619,0.9359674,0.04429493
nsw32,0.8806785,0.835919,0.02316445,1.118997,0.8519973,0.005608229
nsw10,0.8730872,0.9763618,0.02040617,2.562478,0.8384076,0.01149612
nsw04,0.8245651,0.9293087,0.06268403,3.269814,0.8461859,0.009960482
nsw50,0.5873742,0.9176341,0.0410691,0.4888983,0.9191791,0.009935524
nsw23,0.9472699,0.8480712,0.3793105,0.7362581,0.8719304,0.01081142
nsw15,0.9353053,0.8628277,0.2839107,1.436691,0.9200515,0.04385918
nsw32,0.8402781,0.7981608,0.0148414,1.029919,0.8357397,0.00559497
nsw10,0.565253,0.9790531,0.01262395,3.130003,0.8406031,0.01153717
nsw04,0.4586653,0.8882143,0.0263822,2.339469,0.8463492,0.008749167
nsw23,0.9539149,0.8358317,0.3550708,0.7451794,0.8762748,0.0103348
nsw50,0.87746,0.9318031,0.04422862,0.7738699,0.8804775,0.007279013
nsw32,0.8962157,0.8463319,0.01084354,1.005552,0.8976577,0.005567998
nsw15,0.9527517,0.8950458,0.2922167,1.401426,0.930054,0.04380614
nsw10,0.6980085,0.9583931,0.01470391,1.085384,0.8461987,0.01126222
nsw04,0.7178219,0.7171763,0.02477509,0.808501,0.8526917,0.009970006
nsw23,0.9105771,0.8108066,0.3203278,0.7799983,0.8903001,0.01128522
nsw50,0.5185575,0.8356169,0.04385031,0.4808874,0.9329278,0.009990697
nsw32,0.7491132,0.8923297,0.0229441,1.462594,0.8455739,0.005619955
nsw10,0.6016452,0.9245317,0.02088549,1.082221,0.8157081,0.01030757
nsw15,0.9311954,0.8633513,0.3169276,1.420843,0.9222309,0.04392666
nsw04,0.7764408,0.7779314,0.02580817,0.9221473,0.8690568,0.009654999
nsw23,0.9086282,0.8264484,0.3345138,0.7792746,0.9205925,0.01140222
nsw50,0.25698,0.822026,0.03436856,0.5707225,0.909461,0.01006333
nsw32,0.9088321,0.902525,0.02780247,1.537682,0.8513934,0.005445854
nsw10,0.5594777,0.9591691,0.01142655,1.799327,0.8227631,0.01184274
nsw15,0.9301587,0.8701323,0.3025878,1.375463,0.9322121,0.04305627
nsw23,0.9456988,0.8301916,0.3890263,0.8213866,0.8254763,0.009823611
nsw04,0.3924926,0.8061466,0.01538143,1.408474,0.870694,0.009307887
nsw50,0.4381591,0.8116723,0.03011148,0.3988016,0.9548191,0.007721911
nsw32,0.8164216,0.8510631,0.02788083,1.231434,0.892887,0.005616579
nsw10,0.6027234,0.9418103,0.01499765,1.497652,0.8300066,0.0105285
nsw15,0.9506991,0.8735091,0.3050733,1.454814,0.9159318,0.04334842
nsw24,0.9280451,0.802153,0.1198704,0.9228159,0.852069,0.01231679
nsw04,0.7839787,0.8005526,0.03389561,1.377956,0.8333324,0.0102397
nsw50,0.5258152,0.8467217,0.03728663,0.4924656,0.8946722,0.007624317
nsw32,0.8405508,0.7897211,0.02232465,0.85034,0.9164009,0.00547699
nsw10,0.8029096,0.795027,0.02559268,0.7449589,0.8096519,0.01197544
nsw24,0.906938,0.7628954,0.117535,0.7753444,0.8333686,0.01160904
nsw16,0.8910822,0.7103287,0.1228751,1.088422,0.850157,0.02339982
nsw04,0.5357325,0.8971429,0.02808718,1.21709,0.8580117,0.009934944
nsw50,0.3925367,0.7457351,0.02452578,0.4727625,0.8965331,0.006996359
nsw32,0.8902631,0.9069026,0.01348704,1.268982,0.8881651,0.005564245
nsw10,0.7824265,0.9351506,0.01432463,1.180305,0.8229689,0.01231421
nsw24,0.9335397,0.8027615,0.1200685,0.8940262,0.8136549,0.01161414
nsw04,0.836153,0.8919643,0.02816632,2.520286,0.8237855,0.008225119
nsw16,0.8734596,0.7340235,0.1342535,0.8750693,0.8647222,0.02287182
nsw50,0.7018237,0.8882197,0.04734629,0.8160537,0.8956683,0.007842554
nsw32,0.8601118,0.8383258,0.02043302,1.118525,0.8522375,0.005646322
nsw10,0.6729974,0.9555237,0.01416227,1.959367,0.8147787,0.01183876
nsw24,0.9179067,0.7955177,0.1286682,0.7953693,0.869682,0.0130503
nsw04,0.6713007,0.7530204,0.02438737,1.158267,0.8521774,0.009943884
nsw32,0.8675785,0.8581781,0.0177547,1.069967,0.8575985,0.005553871
nsw50,0.4839295,0.7904657,0.0313733,0.6730138,0.9129238,0.007575806
nsw16,0.8721518,0.7024561,0.119487,0.982079,0.8605221,0.02344645
nsw10,0.3176245,0.9885222,0.01381006,3.052261,0.8618692,0.01276457
nsw24,0.8840028,0.7989294,0.1478333,0.7471852,0.847099,0.01030865
nsw04,0.09791598,0.7122202,0.01139842,0.918425,0.863273,0.01012435
nsw50,0.5060701,0.8389676,0.04409498,0.4847123,0.8923573,0.008911755
nsw32,0.6187396,0.8196262,0.02237094,1.426035,0.8102859,0.005187315
nsw16,0.8872294,0.7315147,0.12882,1.034299,0.8372303,0.02373835
nsw10,0.580168,0.9882663,0.01630221,2.180946,0.8257004,0.01208459
nsw24,0.9471315,0.8037393,0.1296898,1.041395,0.8329958,0.01147156
